Category,Name,Image URL,Day ($),Week ($),Month ($),Notes
Lawn & Garden,Roto Tiller,https://firststoprentals.com/wp-content/uploads/2017/05/tillmin.jpg,26.0,104.0,312.0,Mini Tyne
Lawn & Garden,Roto Tiller,https://firststoprentals.com/wp-content/uploads/2017/05/tillfr.jpg,26.0,104.0,312.0,Front Tyne
Lawn & Garden,Tree Pruner,https://firststoprentals.com/wp-content/uploads/2017/05/treeprun.jpg,21.0,84.0,252.0,
Lawn & Garden,Roto Tiller,https://firststoprentals.com/wp-content/uploads/2017/05/tillmid.jpg,26.0,104.0,312.0,Mid Tyne
Lawn & Garden,Trencher,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-7.50.52-PM.png,155.0,620.0,1860.0,"24"""
Lawn & Garden,Roto Tiller,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-7.48.04-PM.png,26.0,104.0,312.0,Rear Tyne
Lawn & Garden,Trencher,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-7.56.50-PM.png,155.0,620.0,1860.0,"36"""
Lawn & Garden,Wood Chipper,https://firststoprentals.com/wp-content/uploads/2021/01/woodchip.jpg,175.0,700.0,2100.0,"Up to 4.5"" Diameter"
Loaders,Backhoe Kubota B21,https://firststoprentals.com/wp-content/uploads/2021/01/b21.jpg,275.0,1100.0,3300.0,(8 hours on the clock)
Loaders,Backhoe Bobcat 2025CT,https://firststoprentals.com/wp-content/uploads/2021/01/CT2025.jpg,275.0,1100.0,3300.0,(8 hours on the clock) | w/ Digging bucket
Loaders,Mini-Excavator Bobcat E10,https://firststoprentals.com/wp-content/uploads/2021/01/bobcate10.jpg,60.0,240.0,720.0,1 Ton | (8 hours on the clock) | Landscape bucket available.( )
Loaders,Mini-Excavator Bobcat E35,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.04.10-PM.png,60.0,240.0,720.0,4 Ton | (8 hours on the clock) | Landscape bucket available.( )
Loaders,Mini-Excavator Bobcat E20,https://firststoprentals.com/wp-content/uploads/2021/01/bobcate20.jpeg,60.0,240.0,720.0,2 Ton | (8 hours on the clock) | Landscape bucket available ( )
Loaders,Mini-Excavator Bobcat E26 w/ Thumb,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.00.33-PM.png,60.0,240.0,720.0,3 Ton | (8 hours on the clock) | Landscape bucket available.( )
Loaders,MT52 Mini Tracked Loader Skid Steer,https://firststoprentals.com/wp-content/uploads/2021/01/mt52bucket.png,275.0,1100.0,3300.0,With Bucket | (8 hours on the clock)
Loaders,MT52 Mini Tracked Loader Skid Steer,https://firststoprentals.com/wp-content/uploads/2021/01/mt52aug.jpg,275.0,1100.0,3300.0,"With Auger Attachment | (8 hours on the clock) | Bits:9"" = No charge12"" = 24"" = Auger Extension ="
Loaders,Mini Tracked Loader Skid Steer,https://firststoprentals.com/wp-content/uploads/2021/01/mt52jham.jpg,275.0,1100.0,3300.0,With Jack Hammer Attachment | (8 hours on the clock)
Loaders,Skid Steer on Wheels Bobcat S570,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.18.55-PM.png,275.0,1100.0,3300.0,(8 hours on the clock)
Loaders,Skid Steer on Tracks Bobcat T450,https://firststoprentals.com/wp-content/uploads/2021/01/bobcatt550.jpg,375.0,1500.0,4500.0,(8 hours on the clock)
Loaders,Skid Steer on Tracks Bobcat T66,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.25.28-PM.png,275.0,1100.0,3300.0,(8 hours on the clock)
Loaders,Skid Steer on Wheels Bobcat S450,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.20.51-PM.png,275.0,1100.0,3300.0,(8 hours on the clock) | $3420/Motnh
Loaders,Skid Steer on Tracks Bobcat T550,https://firststoprentals.com/wp-content/uploads/2021/01/bobcatt550.jpg,275.0,1100.0,3300.0,(8 hours on the clock)
Loaders,Skid Steer on Wheels Bobcat S550,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.22.17-PM.png,385.0,1540.0,4620.0,(8 hours on the clock)
Loaders,Skid Steer Forks,https://firststoprentals.com/wp-content/uploads/2021/01/skidforks.jpg,275.0,1100.0,3300.0,
Material Handling,Appliance Dolly,https://firststoprentals.com/wp-content/uploads/2017/05/40710S.jpg,22.0,88.0,264.0,
Material Handling,BilJax Boom Lift 35',https://firststoprentals.com/wp-content/uploads/2021/01/biljax.png,350.0,1400.0,4200.0,"Haulotte 3522A35' Boom Lift Towable unit (2"" ball)"
Material Handling,BilJax Boom Lift 45',https://firststoprentals.com/wp-content/uploads/2026/01/Screen-Shot-2026-01-09-at-3.59.10-PM.png,400.0,1600.0,4800.0,"Haulotte 4522A | 45' Boom Lift | Towable unit (2"" ball)"
Material Handling,Box Dolly,https://firststoprentals.com/wp-content/uploads/2017/05/83df8e94-ec8d-439f-921b-0f99ee62ccad_1.ac3476ba2716cb5e62f1c775a1059dba.jpeg,12.0,48.0,144.0,
Material Handling,Genie Lift,https://firststoprentals.com/wp-content/uploads/2021/02/genielift.jpg,80.0,320.0,960.0,Manual
Material Handling,Hydraulic Jacks,https://firststoprentals.com/wp-content/uploads/2020/07/106098159_1620016738173554_713309936695896525_o.jpg,85.0,340.0,1020.0,12 Ton | 30 Ton | (Camera shy)
Material Handling,Pallet Truck,https://firststoprentals.com/wp-content/uploads/2017/05/hand-pallet-trucks-p1.png,40.0,160.0,480.0,
Material Handling,Scissor Lift,https://firststoprentals.com/wp-content/uploads/2021/01/skyjack.jpg,150.0,600.0,1800.0,Skyjack 3219 | 19' Scissor Lift
Material Handling,Screw Jacks,https://firststoprentals.com/wp-content/uploads/2017/05/Mx2e1394.1L.jpg.png,12.0,48.0,144.0,(10 Ton)
Material Handling,Shoring Jacks,https://firststoprentals.com/wp-content/uploads/2020/07/106098159_1620016738173554_713309936695896525_o.jpg,10.0,40.0,120.0,(Camera shy)
Paint Equipment,Bakers Scaffold Aluminum,https://firststoprentals.com/wp-content/uploads/2017/05/scabak.jpg,24.0,96.0,288.0,*Per Section
Paint Equipment,Extension Ladder 24',https://firststoprentals.com/wp-content/uploads/2017/05/lad32.bmp,24.0,96.0,288.0,
Paint Equipment,Extension Ladder 32',https://firststoprentals.com/wp-content/uploads/2017/05/lad40.bmp,27.0,108.0,324.0,
Paint Equipment,Extension Ladder 40',https://firststoprentals.com/wp-content/uploads/2017/05/lad40.bmp,42.0,168.0,504.0,
Paint Equipment,Stairway Ladder,https://firststoprentals.com/wp-content/uploads/2017/05/ladst.jpg,36.0,144.0,432.0,
Paint Equipment,Line Marker,https://firststoprentals.com/wp-content/uploads/2017/05/linepntr.gif,28.0,112.0,336.0,
Paint Equipment,Shingle Ladder,https://firststoprentals.com/wp-content/uploads/2017/05/ladshin.jpg,95.0,380.0,1140.0,(Gas powered)2 extensions available
Paint Equipment,Step Ladder 10',https://firststoprentals.com/wp-content/uploads/2017/05/lad10.bmp,16.0,64.0,192.0,
Paint Equipment,Step Ladder 12',https://firststoprentals.com/wp-content/uploads/2017/05/lad12.bmp,18.0,72.0,216.0,
Paint Equipment,Texture Gun,https://firststoprentals.com/wp-content/uploads/2017/05/texgun-1.jpg,70.0,280.0,840.0,
Paint Equipment,Texture Gun w Compressor,https://firststoprentals.com/wp-content/uploads/2021/01/texgun.jpg,70.0,280.0,840.0,
Paint Equipment,Wallpaper Steamer,https://firststoprentals.com/wp-content/uploads/2017/05/wpsteam.jpg,33.0,132.0,396.0,Comes with scrolling tool.
Plumbing,"Pipe Cutter 2""",https://firststoprentals.com/wp-content/uploads/2017/05/spipecut.jpg,15.0,60.0,180.0,
Plumbing,"Pipe Die Adjustable 1"" - 2""",https://firststoprentals.com/wp-content/uploads/2017/05/pdie1-2.jpg,22.0,88.0,264.0,Pipe Dies(Each)
Plumbing,Pipe Threader Electric,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.33.00-PM.png,74.0,296.0,888.0,
Plumbing,Pipe Reamer,https://firststoprentals.com/wp-content/uploads/2020/07/106098159_1620016738173554_713309936695896525_o.jpg,16.0,64.0,192.0,(Camera shy)
Plumbing,Pipe Threader Ratchet,https://firststoprentals.com/wp-content/uploads/2021/02/pipethread.jpg,14.0,56.0,168.0,(Camera shy)
Plumbing,Pipe Thawer Electric,https://firststoprentals.com/wp-content/uploads/2017/05/pthawel.jpg,74.0,296.0,888.0,
Plumbing,Pipe Thawer Air Assist,https://firststoprentals.com/wp-content/uploads/2020/07/106098159_1620016738173554_713309936695896525_o.jpg,90.0,360.0,1080.0,(Camera shy)
Plumbing,"Pipe Wrench (36"")",https://firststoprentals.com/wp-content/uploads/2020/07/106098159_1620016738173554_713309936695896525_o.jpg,20.0,80.0,240.0,(Camera shy)
Plumbing,Sewer Rod,https://firststoprentals.com/wp-content/uploads/2017/05/sewrod.jpg,38.0,152.0,456.0,
Plumbing,Sewer Snake,https://firststoprentals.com/wp-content/uploads/2017/05/sna25m.jpg,38.0,152.0,456.0,"5/16"" x 25' | Manual"
Plumbing,Sewer Snake,https://firststoprentals.com/wp-content/uploads/2017/05/sna35e.jpg,38.0,152.0,456.0,"5/16"" x 25' | Electric"
Plumbing,Sewer Snake,https://firststoprentals.com/wp-content/uploads/2017/05/sna100el.jpg,38.0,152.0,456.0,"1/2"" x 100'"
Plumbing,Sewer Snake,https://firststoprentals.com/wp-content/uploads/2017/05/sna50m.jpg,38.0,152.0,456.0,"1/2"" x 50' | Manual"
Plumbing,Toilet Snake,https://firststoprentals.com/wp-content/uploads/2017/05/snatoi.jpg,18.0,72.0,216.0,
Plumbing,Sewer Snake Inspection Camera,https://firststoprentals.com/wp-content/uploads/2023/05/Copy-of-IMG_7706-scaled.jpg,190.0,760.0,2280.0,Locator Available (extra) | (Camera shy)
Plumbing,Soil Pipe Cutter,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.36.37-PM.png,40.0,160.0,480.0,
Pressure Washers,1500 PSI Electric,https://firststoprentals.com/wp-content/uploads/2017/05/pwash1.5.jpg,60.0,240.0,720.0,
Pressure Washers,3600 PSI Gas,https://firststoprentals.com/wp-content/uploads/2017/05/pwash1.5.jpg,80.0,320.0,960.0,
Pressure Washers,2000 PSI Gas,https://firststoprentals.com/wp-content/uploads/2017/05/pwash2g.jpg,80.0,320.0,960.0,
Pressure Washers,Pressure Washer Extendable Wand,https://firststoprentals.com/wp-content/uploads/2021/01/pwashwand.jpg,14.0,56.0,168.0,18'
Pressure Washers,3000 PSI Gas,https://firststoprentals.com/wp-content/uploads/2017/05/pwash3g.jpg,90.0,360.0,1080.0,
Saws,Chain Saw (Gas),https://firststoprentals.com/wp-content/uploads/2017/05/chsaw.jpg,52.0,208.0,624.0,"16"" or 18"" Bars | Mixed fuel and chain oil supplied."
Saws,Chop Saw,https://firststoprentals.com/wp-content/uploads/2017/05/chosaw.jpg,44.0,176.0,528.0,"Electric 14"" | Extension cord provided."
Saws,Chain Saw (Gas),https://firststoprentals.com/wp-content/uploads/2017/05/chsaw.jpg,52.0,208.0,624.0,"24"" Bar | Mixed fuel and chain oil supplied."
Saws,"Circular Saw 8""",https://firststoprentals.com/wp-content/uploads/2021/01/skillsaw.jpg,100.0,400.0,1200.0,Extension cord provided.
Saws,Chain Saw (Battery),https://firststoprentals.com/wp-content/uploads/2021/01/chsawbat.png,52.0,208.0,624.0,"10"" or 12"" Bar | Chain oil supplied."
Saws,Compound Mitre Saw,https://firststoprentals.com/wp-content/uploads/2017/05/mitresaw-1.jpg,44.0,176.0,528.0,Extension cord provided.
Saws,Jig Saw,https://firststoprentals.com/wp-content/uploads/2021/01/jigsaww.jpg,20.0,80.0,240.0,Extension cord provided.
Saws,Pole Saw,https://firststoprentals.com/wp-content/uploads/2021/01/chsawpole.jpg,74.0,296.0,888.0,Mixed fuel and chain oil supplied.
Saws,"Quick Cut 12""",https://firststoprentals.com/wp-content/uploads/2017/05/qcutele12in-1.jpg,58.0,232.0,696.0,Electric | Extension cord provided.
Saws,"Quick Cut 12""",https://firststoprentals.com/wp-content/uploads/2021/01/qcut.jpg,58.0,232.0,696.0,Gas | Mixed fuel provided.Diamond blade rental extra. ( )
Saws,"Quick Cut 14""",https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.50.23-PM.png,65.0,260.0,780.0,Battery | Diamond blade rental extra. ( )
Saws,"Quick Cut 14""",https://firststoprentals.com/wp-content/uploads/2017/05/qcut14g-1.jpg,65.0,260.0,780.0,Gas | Mixed fuel supplied. | Diamond blade rental extra. ( )
Saws,"Road Saw 14""",https://firststoprentals.com/wp-content/uploads/2021/01/sawroad14.jpg,100.0,400.0,1200.0,Gas | Diamond blade rental extra.( )
Saws,"Quick Cut 8""",https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.51.48-PM.png,65.0,260.0,780.0,Battery | Diamond blade rental extra.( )
Saws,"Road Saw 18""",https://firststoprentals.com/wp-content/uploads/2021/01/Sawroad18.jpg,145.0,580.0,1740.0,Gas | Diamond blade rental extra. ( )
Saws,Sawzall,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.47.26-PM.png,24.0,96.0,288.0,Electric
Saws,Undercut Saw,https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.55.15-PM.png,44.0,176.0,528.0,Electric
Scaffolding,Banana Clips,https://firststoprentals.com/wp-content/uploads/2021/01/banclips.jpg,1.0,4.0,12.0,
Scaffolding,Boom & Pulley,https://firststoprentals.com/wp-content/uploads/2021/01/scaboom.jpg,13.0,52.0,156.0,
Scaffolding,"Casters 8""",https://firststoprentals.com/wp-content/uploads/2017/05/scawhe.jpg,4.0,16.0,48.0,each
Scaffolding,Feet,https://firststoprentals.com/wp-content/uploads/2017/05/scaft.jpg,2.0,8.0,24.0,
Scaffolding,Hand Rail System,https://firststoprentals.com/wp-content/uploads/2017/05/sacrail.jpg,15.0,60.0,180.0,
Scaffolding,Levellers,https://firststoprentals.com/wp-content/uploads/2017/05/scalev.jpg,5.0,20.0,60.0,
Scaffolding,Plank Extensions,https://firststoprentals.com/wp-content/uploads/2017/05/scashe.jpg,5.0,20.0,60.0,
Scaffolding,Scaffold Section,https://firststoprentals.com/wp-content/uploads/2021/01/scasec.jpg,10.0,40.0,120.0,"2 Ends, 2 Braces"
Scaffolding,Scaffold End (2.5'x5'),https://firststoprentals.com/wp-content/uploads/2023/05/Screen-Shot-2023-05-11-at-8.58.29-PM.png,4.0,16.0,48.0,
Scaffolding,Scaffold Braces (7' or 10'),https://firststoprentals.com/wp-content/uploads/2021/02/scabr.jpg,2.0,8.0,24.0,
Scaffolding,Scaffold Planks (7' or 10'),https://firststoprentals.com/wp-content/uploads/2017/05/scapl7.jpg,2.0,8.0,24.0,
Scaffolding,Scaffold End (5'x5'),https://firststoprentals.com/wp-content/uploads/2017/05/scaend.jpg,4.0,16.0,48.0,
Water Pumps,"Diaphragm Pump 2""",https://firststoprentals.com/wp-content/uploads/2017/05/pump2inmud.jpg,85.0,340.0,1020.0,
Water Pumps,Discharge Hoses,https://firststoprentals.com/wp-content/uploads/2017/05/hose3x50.jpg,8.0,32.0,96.0,"2"" x 50' or  3"" x 50' | Extra hose"
Water Pumps,Puddle Pump,https://firststoprentals.com/wp-content/uploads/2017/05/pumppud.jpg,25.0,100.0,300.0,
Water Pumps,"Semi-Trash Gas 2""",https://firststoprentals.com/wp-content/uploads/2017/05/pump2intr.jpg,62.0,248.0,744.0,
Water Pumps,"Sub-mersible Pump Electric 2""",https://firststoprentals.com/wp-content/uploads/2017/05/pump2insub.jpg,38.0,152.0,456.0,
Water Pumps,"Semi-Trash Gas 3""",https://firststoprentals.com/wp-content/uploads/2017/05/pump3intr.jpg,90.0,360.0,1080.0,
Water Pumps,"Sub-mersible Pump Electric 3""",https://firststoprentals.com/wp-content/uploads/2021/01/3insub.jpg,48.0,192.0,576.0,120 v | $68Day
Water Pumps,"Semi-Trash Diesel 4""",https://firststoprentals.com/wp-content/uploads/2023/05/Copy-of-IMG_7706-scaled.jpg,100.0,400.0,1200.0,(Camera shy)
Water Pumps,Waterbed Pump,https://firststoprentals.com/wp-content/uploads/2017/05/pumpwbed.jpg,25.0,100.0,300.0,
Automotive,Angle Drill 1/2In,,44.0,176.0,528.0,
Automotive,Axle Stands,,20.0,80.0,240.0,
Other,Ch Hoist,,28.0,112.0,336.0,
Other,Floor Jack 2 Ton,,20.0,80.0,240.0,
Automotive,Mag Drill,,90.0,360.0,1080.0,
Other,Porta Power,,45.0,180.0,540.0,
Automotive,Puller Harmonic,,16.0,64.0,192.0,
Other,Twrench3/8,,19.0,76.0,228.0,
Carpenter Tools,Albrake,,85.0,340.0,1020.0,
Other,Fl Lt Med,,28.0,112.0,336.0,
Other,Fl Ltlg,,40.0,160.0,480.0,
Lawn & Garden,Ins Blower,,80.0,320.0,960.0,
Carpenter Tools,Mitre Saw,,44.0,176.0,528.0,
Carpenter Tools,Panel Lift 11,,42.0,168.0,504.0,
Carpenter Tools,Panel Lift 14,,44.0,176.0,528.0,
Carpenter Tools,Prybar,,10.0,40.0,120.0,
Carpenter Tools,Tape Measure 100Ft,,12.0,48.0,144.0,
Other,Compa100,,58.0,232.0,696.0,
Other,Compa1100,,140.0,560.0,1680.0,
Other,Compa1300,,200.0,800.0,2400.0,
Other,Compa160,,58.0,232.0,696.0,
Other,Compa200,,60.0,240.0,720.0,
Other,Compa400,,75.0,300.0,900.0,
Other,Compa500,,75.0,300.0,900.0,
Other,Compapad,,11.0,44.0,132.0,
Other,Htamper,,10.0,40.0,120.0,
Other,Jjack,,70.0,280.0,840.0,
Compressors,Air Hose 1/4X50,,8.0,32.0,96.0,
Compressors,Chipper 15Lb,,42.0,168.0,504.0,
Compressors,Hood For Above,,10.0,40.0,120.0,
Other,Cem Vib 1.5In,,40.0,160.0,480.0,
Other,Cem Vib Pencil,,40.0,160.0,480.0,
Other,Cem Vib Pencil Bat,,40.0,160.0,480.0,
Concrete Equipment,Cement Mixer 3 Bag,,54.0,216.0,648.0,
Concrete Equipment,Cement Mixer Towable,,100.0,400.0,1200.0,
Other,Dia Fl Grinder,,200.0,800.0,2400.0,
Flooring,Dia Fl Grinder Vacuum,,60.0,240.0,720.0,
Compressors,Electric Chipper Hitachi,,70.0,280.0,840.0,
Other,Rotary Hammer Drill Battery,,68.0,272.0,816.0,
Other,Rotary Hammer Small Cw 1/2In Bit,,40.0,160.0,480.0,
Other,Screed,,80.0,320.0,960.0,
Other,Screed Bat,,80.0,320.0,960.0,
Fastening,Hardwood Stapler,,30.0,120.0,360.0,
Carpenter Tools,Nailer Finishing,,25.0,100.0,300.0,
Carpenter Tools,Nailer Framing,,33.0,132.0,396.0,
Carpenter Tools,Nailer Roofing,,33.0,132.0,396.0,
Flooring,Ceramic Tile Saw Lg 48In,,100.0,400.0,1200.0,
Flooring,Ceramic Tile Saw Med 24In,,50.0,200.0,600.0,
Flooring,Ceramic Tile Saw Sm,,30.0,120.0,360.0,
Other,Diamond Attachfor Above,,40.0,160.0,480.0,
Flooring,Fan Barrel,,45.0,180.0,540.0,
Flooring,Fan Carpet,,28.0,112.0,336.0,
Other,Fan Drum 36In,,35.0,140.0,420.0,
Other,Fan Drum 48In,,40.0,160.0,480.0,
Flooring,Fan Pedestal,,25.0,100.0,300.0,
Other,Fan Regular,,20.0,80.0,240.0,
Flooring,Fan Ventilation 12In,,44.0,176.0,528.0,
Flooring,Fan Ventilation 8In,,34.0,136.0,408.0,
Flooring,Floor Drum Sander,,68.0,272.0,816.0,
Flooring,Floor Sander Orbitech With Vac,,68.0,272.0,816.0,
Flooring,Laminate Floor Cutter,,17.0,68.0,204.0,
Flooring,Sanding Attach For Above,,10.0,40.0,120.0,
Flooring,Tile Remover Manual,,15.0,60.0,180.0,
Flooring,Tile Roller 100 Lb,,25.0,100.0,300.0,
Flooring,Vacuum,,40.0,160.0,480.0,
Generators/Welders,Plugs 20Amp,,5.0,20.0,60.0,
Generators/Welders,Plugs 30Amp,,5.0,20.0,60.0,
Generators/Welders,Suitcase 2000W Inverter,,62.0,248.0,744.0,
Generators/Welders,Suitcase 3500W Inverter,,72.0,288.0,864.0,
Other,10000 W Electric 240V,,45.0,180.0,540.0,
Heaters,10000W Emergency Heater 240,,45.0,180.0,540.0,
Heaters,1500W Baseboard Heater,,12.0,48.0,144.0,
Other,1500W Construction Htr,,16.0,64.0,192.0,
Other,4800W Electric 220V,,14.0,56.0,168.0,
Heaters,Diesel Ind Fired 230000 Btu,,100.0,400.0,1200.0,
Heaters,Propane 150000Btu Salamander,,30.0,120.0,360.0,
Heaters,Propane 70000 Btu,,34.0,136.0,408.0,
Other,10In,,6.0,24.0,72.0,
Other,12In,,8.0,32.0,96.0,
Other,14In,,11.0,44.0,132.0,
Other,8In,,4.0,16.0,48.0,
Other,Aerator,,72.0,288.0,864.0,
Compressors,Branch Chipper,,175.0,700.0,2100.0,
Other,Dethatcher,,90.0,360.0,1080.0,
Other,Front Tyne,,75.0,300.0,900.0,
Lawn & Garden,Hedge Trim G,,42.0,168.0,504.0,
Other,Inv Fence Installer,,60.0,240.0,720.0,
Lawn & Garden,Landscape Rake,,12.0,48.0,144.0,
Lawn & Garden,Lawn Sweeper,,34.0,136.0,408.0,
Lawn & Garden,Log Splitter 20 Ton Hor/Vert,,90.0,360.0,1080.0,
Other,Mid Tyne,,85.0,340.0,1020.0,
Other,Mini,,60.0,240.0,720.0,
Other,Pavestone Vac,,120.0,480.0,1440.0,
Lawn & Garden,Post Hole Auger Hydraulic 1Man,,85.0,340.0,1020.0,
Lawn & Garden,Post Hole Auger Hydraulic Towable,,100.0,400.0,1200.0,
Lawn & Garden,Post Hole Auger Man 3Ft/6Ft,,12.0,48.0,144.0,
Other,Rear Tyne,,100.0,400.0,1200.0,
Lawn & Garden,Trencher 2Ft,,155.0,620.0,1860.0,
Lawn & Garden,Trencher 3Ft,,200.0,800.0,2400.0,
Lawn & Garden,Wheelbarrow,,15.0,60.0,180.0,
Lawn & Garden,Whipper Snipper,,40.0,160.0,480.0,
Other,12In Bit,,18.0,72.0,216.0,
Other,24In Bit,,40.0,160.0,480.0,
Loaders,Backhoe 20Hp,,275.0,1100.0,3300.0,
Loaders,Backhoe 25 Hp,,285.0,1140.0,3420.0,
Loaders,Mini-Excavator 1 Ton,,240.0,960.0,2880.0,
Loaders,Mini-Excavator 2 Ton,,285.0,1140.0,3420.0,
Loaders,Mini-Excavator 3 Ton,,330.0,1320.0,3960.0,
Loaders,Mini-Excavator 4 Ton,,350.0,1400.0,4200.0,
Loaders,Mt100,,290.0,1160.0,3480.0,
Loaders,Mt52,,250.0,1000.0,3000.0,
Loaders,Mt52 Aug Attach,,150.0,600.0,1800.0,
Loaders,Mt52 Jham Attach,,200.0,800.0,2400.0,
Loaders,Skid Steer S450,,275.0,1100.0,3300.0,
Loaders,Skid Steer S550,,385.0,1540.0,4620.0,
Loaders,Skid Steer S570,,275.0,1100.0,3300.0,
Loaders,Skid Steer S70,,250.0,1000.0,3000.0,
Loaders,Skid Steer T450,,375.0,1500.0,4500.0,
Paint Equipment,Bakers Scaffold,,24.0,96.0,288.0,
Material Handling,Biljax 35Ft,,350.0,1400.0,4200.0,
Material Handling,Biljax 45Ft,,400.0,1600.0,4800.0,
Other,Ladder 24Ft,,24.0,96.0,288.0,
Other,Ladder 32Ft,,27.0,108.0,324.0,
Other,Ladder 40Ft,,42.0,168.0,504.0,
Other,Manlift Small Electric,,140.0,560.0,1680.0,
Material Handling,Scissor Lift 19Ft Slab,,150.0,600.0,1800.0,
Material Handling,Scissor Lift 25Ft Slab,,180.0,720.0,2160.0,
Other,Text Gun Only,,20.0,80.0,240.0,
Other,Dies Fror Above,,10.0,40.0,120.0,
Plumbing,Pex Crimpers,,16.0,64.0,192.0,
Other,Pipe Vice Stand,,21.0,84.0,252.0,
Plumbing,Sewer Rod 100Ft,,38.0,152.0,456.0,
Plumbing,Snake Electric 1/2 X 100 Ft,,92.0,368.0,1104.0,
Plumbing,Snake Electric 5/16 X 25Ft,,44.0,176.0,528.0,
Plumbing,Snake Electric 5/8 X 100 Ft,,100.0,400.0,1200.0,
Plumbing,Snake Insp Camera,,190.0,760.0,2280.0,
Plumbing,Snake Manual 1/2 X 50,,44.0,176.0,528.0,
Plumbing,Snake Manualm 5/16X 25,,20.0,80.0,240.0,
Plumbing,Snake Toilet,,18.0,72.0,216.0,
Other,Extendable Wand,,14.0,56.0,168.0,
Pressure Washers,Pressure Washer 1500Psi Electric,,60.0,240.0,720.0,
Pressure Washers,Pressure Washer 2000Psi Gas,,80.0,320.0,960.0,
Pressure Washers,Pressure Washer 3000Psi Gas,,90.0,360.0,1080.0,
Pressure Washers,Pressure Washer 4000Psi Gas,,100.0,400.0,1200.0,
Lawn & Garden,Chain Saw Gas 16/18In,,52.0,208.0,624.0,
Lawn & Garden,Chain Saw Gas 24In,,62.0,248.0,744.0,
Other,Chop Saw Electric,,44.0,176.0,528.0,
Other,Dia Blade Rental 12In,,28.0,112.0,336.0,
Other,Dia Blade Rental 14In,,30.0,120.0,360.0,
Other,Dia Blade Rental 18In,,45.0,180.0,540.0,
Other,Quick Cut Bat 14 In,,65.0,260.0,780.0,
Other,Quick Cut Gas 12In,,58.0,232.0,696.0,
Other,Quick Cut Gas 14In,,65.0,260.0,780.0,
Other,Quick Cut Gas Bat 9In,,60.0,240.0,720.0,
Other,Road Saw Gas 14In,,100.0,400.0,1200.0,
Other,Road Saw Gas 18In,,145.0,580.0,1740.0,
Water Pumps,2In Hoses W/Pump,,9.0,36.0,108.0,
Water Pumps,3In Hoses W/Pump,,10.0,40.0,120.0,
Water Pumps,4In Hoses W/Pump,,12.0,48.0,144.0,
Fastening,Puddle Pump/Roofers Pump,,25.0,100.0,300.0,
Water Pumps,Semi-Trash 2In,,60.0,240.0,720.0,
Water Pumps,Semi-Trash 3In,,75.0,300.0,900.0,
Water Pumps,Semi-Trash 4In,,100.0,400.0,1200.0,
Water Pumps,Submersible Pump 2In 120V,,38.0,152.0,456.0,
Water Pumps,Submersible Pump 3In 120V,,48.0,192.0,576.0,
Water Pumps,Submersible Pump 3In 240 V,,80.0,320.0,960.0,
